	bathrooms	last_sold_price	zestimate_amount	prices	property_size	zip	zestimate_valuation_range_high	long	tax_year	zestimate_value_change	latitude	status	zestimate_percentile	bedrooms	zestimate_last_updated	zillow_id	address	lat	last_sold_date	tax_value	zillow	year_built	zestimate_valuationRange_low	graph_data_link	home_size	longitude	home_detail_link	home_type	property	map_this_home_link
244	1.0	235000	105153	149,000		02124	115668	-71.083695	2014	-75187	42.295348	Condo For Sale	0	3	11/12/2016	59102087	65-69 Nightingale St UNIT 1B, Boston, MA	42.295204	03/28/2005	73400.0	0.0	1900	90432	http://www.zillow.com/homedetails/65-69-Nightingale-St-UNIT-1B-Boston-MA-02124/59102087_zpid/#charts-and-data	902	-71.083803	http://www.zillow.com/homedetails/65-69-Nightingale-St-UNIT-1B-Boston-MA-02124/59102087_zpid/	Condominium	0.0	http://www.zillow.com/homes/59102087_zpid/
245	2.0	529000	605731	585,000		02120	636018	-71.1045329		-4369	42.328102	Condo For Sale	0	2	11/12/2016	2137189534	111 Fisher Ave # 3, Roxbury Crossing, MA	42.3279038	08/01/2014		0.0	2008	575444		1073	-71.105026	http://www.zillow.com/homedetails/111-Fisher-Ave-3-Roxbury-Crossing-MA-02120/2137189534_zpid/	Condominium	0.0	http://www.zillow.com/homes/2137189534_zpid/
246	2.0		497660	475,000		02128	597192	-71.035687			42.374401	Condo For Sale	0	2	11/12/2016	2096572247	186-188 Paris St # 1, Boston, MA	42.374401			0.0	2016	393151		945	-71.03569	http://www.zillow.com/homedetails/186-188-Paris-St-1-Boston-MA-02128/2096572247_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096572247_zpid/
247	3.0		2140687	2,100,000		02116	2247721	-71.0777405			42.344139	Condo For Sale	0	3	11/12/2016	2096651087	429-A Columbus Ave # 1, Boston, MA	42.3441143			0.0	1899	2033653		1893	-71.077796	http://www.zillow.com/homedetails/429-A-Columbus-Ave-1-Boston-MA-02118/2096651087_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096651087_zpid/
248	1.0		232110	179,000		02122	243715	-71.0568823			42.291009	Condo For Sale	0	2	11/12/2016	2096635290	549 Adams St UNIT 5, Dorchester, MA	42.2909858			0.0	1965	215862		686	-71.057253	http://www.zillow.com/homedetails/549-Adams-St-UNIT-5-Dorchester-MA-02122/2096635290_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096635290_zpid/
249	1.0		473807	469,000		02127	497497	-71.0475392			42.337501	Condo For Sale	0	1	11/12/2016	2096553772	322 Athens St # 5, Boston, MA	42.3374996			0.0	1920	445379		614	-71.047531	http://www.zillow.com/homedetails/322-Athens-St-5-Boston-MA-02127/2096553772_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096553772_zpid/
250	4.0		1128600	1,100,000	1742	02119	1185030	-71.073476			42.323154	Apartment For Sale	0	15	11/12/2016	2096492211	477-477A Dudley St, Boston, MA	42.3232661			0.0	1899	1072170		6440	-71.073684	http://www.zillow.com/homedetails/477-477A-Dudley-St-Boston-MA-02119/2096492211_zpid/	MultiFamily2To4	0.0	http://www.zillow.com/homes/2096492211_zpid/
251	2.0	515000	1001620	1,049,000	3049	02129	1171895	-71.067201	2015	53314	42.380387	House For Sale	0	4	11/12/2016	59100365	77 Russell St, Boston, MA	42.380384	10/31/2006	588500.0	0.0	1814	931507	http://www.zillow.com/homedetails/77-Russell-St-Boston-MA-02129/59100365_zpid/#charts-and-data	1481	-71.067198	http://www.zillow.com/homedetails/77-Russell-St-Boston-MA-02129/59100365_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59100365_zpid/
252	4.0	1788000	1695457	2,500,000	871	02114	1780230	-71.0682762	2014		42.35937	Apartment For Sale	0	4	11/12/2016	59173626	103 Myrtle St, Boston, MA	42.3593721	02/19/2016	1124300.0	0.0	1890	1610684	http://www.zillow.com/homedetails/103-Myrtle-St-Boston-MA-02114/59173626_zpid/#charts-and-data	2192	-71.068276	http://www.zillow.com/homedetails/103-Myrtle-St-Boston-MA-02114/59173626_zpid/	MultiFamily2To4	0.0	http://www.zillow.com/homes/59173626_zpid/
253	2.0		1344440	1,375,000		02118	1438551	-71.0684913			42.342105	Condo For Sale	0	2	11/12/2016	2096650733	1313 Washington St APT 423, Boston, MA	42.3420501			0.0	2002	1277218		1521	-71.068458	http://www.zillow.com/homedetails/1313-Washington-St-APT-423-Boston-MA-02118/2096650733_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096650733_zpid/
254	1.0		866852	899,000	4791	02120	944869	-71.0974762			42.329395	House For Sale	0	3	11/12/2016	2096504828	80-84 Terrace St, Boston, MA	42.3293041			0.0	1920	780167		1191	-71.097442	http://www.zillow.com/homedetails/80-84-Terrace-St-Boston-MA-02120/2096504828_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/2096504828_zpid/
255	1.0	515000	720288	829,900		02115	770708	-71.0886952	2014	21696	42.342339	Condo For Sale	0	2	11/12/2016	59177579	95 Gainsborough St APT 307, Boston, MA	42.3425176	04/12/2013	429600.0	0.0	1915	669868	http://www.zillow.com/homedetails/95-Gainsborough-St-APT-307-Boston-MA-02115/59177579_zpid/#charts-and-data	851	-71.08817	http://www.zillow.com/homedetails/95-Gainsborough-St-APT-307-Boston-MA-02115/59177579_zpid/	Condominium	0.0	http://www.zillow.com/homes/59177579_zpid/
256	2.0	347822	623074	625,000	2189	02135	691612	-71.1493959	2015		42.343591	Condo For Sale	0	4	11/12/2016	59090263	100 Nottinghill Rd UNIT 1, Boston, MA	42.3437503	08/23/2007	339000.0	0.0	1900	535844	http://www.zillow.com/homedetails/100-Nottinghill-Rd-UNIT-1-Boston-MA-02135/59090263_zpid/#charts-and-data	2000	-71.149421	http://www.zillow.com/homedetails/100-Nottinghill-Rd-UNIT-1-Boston-MA-02135/59090263_zpid/	Condominium	0.0	http://www.zillow.com/homes/59090263_zpid/
257	2.0	144000	443722	419,500	4725	02132	465908	-71.1697262	2015	33	42.269486	House For Sale	0	2	11/12/2016	59160497	83 Oakmere St, Boston, MA	42.2695066	01/08/1997	290800.0	0.0	1960	403787	http://www.zillow.com/homedetails/83-Oakmere-St-Boston-MA-02132/59160497_zpid/#charts-and-data	1080	-71.169751	http://www.zillow.com/homedetails/83-Oakmere-St-Boston-MA-02132/59160497_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59160497_zpid/
258	3.0		5069166	5,950,000		02115	5322624	-71.0889785			42.351444	Condo For Sale	0	3	11/12/2016	2096577205	474 Beacon St # 1, Boston, MA	42.3513584			0.0	1899	405533		2710	-71.088447	http://www.zillow.com/homedetails/474-Beacon-St-1-Boston-MA-02115/2096577205_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096577205_zpid/
259	2.0	372000	506080	495,000	9000	02122	561749	-71.057159	2014	24725	42.295879	Condo For Sale	0	2	11/12/2016	81854485	95 Dix St APT 1, Dorchester, MA	42.295881	01/04/2007	283800.0	0.0	1905	440290	http://www.zillow.com/homedetails/95-Dix-St-APT-1-Dorchester-MA-02122/81854485_zpid/#charts-and-data	2030	-71.057159	http://www.zillow.com/homedetails/95-Dix-St-APT-1-Dorchester-MA-02122/81854485_zpid/	Condominium	0.0	http://www.zillow.com/homes/81854485_zpid/
260	4.0	1060000	3487650	3,495,000	1306	02116	3731786	-71.0723326	2014	337059	42.346425	House For Sale	0	4	11/12/2016	59175930	80 Chandler St, Boston, MA	42.3464377	01/12/2004	1401800.0	0.0	1880	3173761	http://www.zillow.com/homedetails/80-Chandler-St-Boston-MA-02116/59175930_zpid/#charts-and-data	3203	-71.072327	http://www.zillow.com/homedetails/80-Chandler-St-Boston-MA-02116/59175930_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59175930_zpid/
261	4.0		5214817	6,250,000		02116	5475558	-71.0782238		2073797	42.348719	Condo For Sale	0	3	11/12/2016	2138631422	1 Huntington Ave APT 1802, Boston, MA	42.3486664			0.0	1999	312889		2864	-71.078259	http://www.zillow.com/homedetails/1-Huntington-Ave-APT-1802-Boston-MA-02116/2138631422_zpid/	Condominium	0.0	http://www.zillow.com/homes/2138631422_zpid/
262	2.0	415000	624570	629,900	4791	02132	674536	-71.1456719	2014	51510	42.279533	House For Sale	0	3	11/12/2016	59156205	41 Woodard Rd, Boston, MA	42.2795267	06/30/2010	373800.0	0.0	1959	568359	http://www.zillow.com/homedetails/41-Woodard-Rd-Boston-MA-02132/59156205_zpid/#charts-and-data	1800	-71.14566	http://www.zillow.com/homedetails/41-Woodard-Rd-Boston-MA-02132/59156205_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59156205_zpid/
263	2.0		730484	690,000		02119	854666	-71.0915			42.3228	Condo For Sale	0	3	11/12/2016	2102236649	126 Thornton St # 2, Boston, MA	42.3228			0.0	2016	467510		1903	-71.0915	http://www.zillow.com/homedetails/126-Thornton-St-2-Boston-MA-02119/2102236649_zpid/	Condominium	0.0	http://www.zillow.com/homes/2102236649_zpid/
264	1.0	390000	493679	459,900	10018	02132	523300	-71.1459863		-48588	42.280601	Condo For Sale	0	3	11/12/2016	2107051539	198 Stratford St # 2, Boston, MA	42.2805441	10/23/2014		0.0	1920	464058		1688	-71.145896	http://www.zillow.com/homedetails/198-Stratford-St-2-Boston-MA-02132/2107051539_zpid/	Condominium	0.0	http://www.zillow.com/homes/2107051539_zpid/
265	3.0	2100000	3603117	3,750,000	1973	02116	3927398	-71.0741036	2015	-44603	42.355525	Condo For Sale	0	3	11/12/2016	102988122	100 Beacon St UNIT 2A, Boston, MA	42.3553215	10/02/2013	1986700.0	0.0	1920	3422961	http://www.zillow.com/homedetails/100-Beacon-St-UNIT-2A-Boston-MA-02116/102988122_zpid/#charts-and-data	1975	-71.073379	http://www.zillow.com/homedetails/100-Beacon-St-UNIT-2A-Boston-MA-02116/102988122_zpid/	Condominium	0.0	http://www.zillow.com/homes/102988122_zpid/
266	3.0		1765175	1,695,000		02108	1853434	-71.0718977			42.357849	Condo For Sale	0	2	11/12/2016	2096574230	31 Brimmer St # 31-4, Boston, MA	42.357788			0.0	1880	1659264		1671	-71.072189	http://www.zillow.com/homedetails/31-Brimmer-St-31-4-Boston-MA-02108/2096574230_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096574230_zpid/
267	2.0		429482	400,000		02131	455251	-71.1140089			42.28619	Condo For Sale	0	3	11/12/2016	2103740721	95 Neponset Ave # 1, Roslindale, MA	42.2864075			0.0	1930	403713		1051	-71.113896	http://www.zillow.com/homedetails/95-Neponset-Ave-1-Roslindale-MA-02131/2103740721_zpid/	Condominium	0.0	http://www.zillow.com/homes/2103740721_zpid/
268	1.0	370000	354864	419,000	734	02135	379704	-71.15003	2014	-9895	42.340418	Condo For Sale	0	1	11/12/2016	59093268	8 Kinross Rd APT 12, Boston, MA	42.3406236	06/16/2015	230900.0	0.0	1925	333572	http://www.zillow.com/homedetails/8-Kinross-Rd-APT-12-Boston-MA-02135/59093268_zpid/#charts-and-data	734	-71.149394	http://www.zillow.com/homedetails/8-Kinross-Rd-APT-12-Boston-MA-02135/59093268_zpid/	Condominium	0.0	http://www.zillow.com/homes/59093268_zpid/
269	2.0	126000	353213	349,000		02115	374406	-71.092913	2014	33438	42.263035	Condo For Sale	0	3	11/12/2016	59124645	452 Huntington Ave UNIT B, Boston, MA	42.3385299	08/28/1989	186100.0	0.0	1987	321424	http://www.zillow.com/homedetails/452-Huntington-Ave-UNIT-B-Boston-MA-02136/59124645_zpid/#charts-and-data	1278	-71.114272	http://www.zillow.com/homedetails/452-Huntington-Ave-UNIT-B-Boston-MA-02136/59124645_zpid/	Condominium	0.0	http://www.zillow.com/homes/59124645_zpid/
270	1.0	405000	438631	399,000		02128	644788	-71.032727	2015	-35095	42.381543	Townhouse For Sale	0	2	11/12/2016	59121962	214 E Eagle St, East Boston, MA	42.381543	01/06/2005	182800.0	0.0	2016	342132	http://www.zillow.com/homedetails/214-E-Eagle-St-East-Boston-MA-02128/59121962_zpid/#charts-and-data	872	-71.032727	http://www.zillow.com/homedetails/214-E-Eagle-St-East-Boston-MA-02128/59121962_zpid/	Townhouse	0.0	http://www.zillow.com/homes/59121962_zpid/
271	2.0		621398	649,000		02127	689752	-71.0358171			42.33113	Condo For Sale	0	2	11/12/2016	2096651423	6 Hatch St # 2, Boston, MA	42.3311916			0.0		590328		1197	-71.035812	http://www.zillow.com/homedetails/6-Hatch-St-2-Boston-MA-02127/2096651423_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096651423_zpid/
272	1.0	245000	429328	425,000		02127	459381	-71.0340811	2014	58558	42.332291	Condo For Sale	0	1	11/12/2016	59148743	655 E 7th St UNIT 2, South Boston, MA	42.3323004	10/31/2011	211050.0	0.0	1890	386395	http://www.zillow.com/homedetails/655-E-7th-St-UNIT-2-South-Boston-MA-02127/59148743_zpid/#charts-and-data	500	-71.033925	http://www.zillow.com/homedetails/655-E-7th-St-UNIT-2-South-Boston-MA-02127/59148743_zpid/	Condominium	0.0	http://www.zillow.com/homes/59148743_zpid/
273	1.0	404900	529976	525,000		02129	556475	-71.0523825	2014	16768	42.374939	Condo For Sale	0	1	11/12/2016	67096037	42 8th St APT 1408, Boston, MA	42.3750209	12/20/2005	367500.0	0.0	1899	503477	http://www.zillow.com/homedetails/42-8th-St-APT-1408-Boston-MA-02129/67096037_zpid/#charts-and-data	701	-71.053014	http://www.zillow.com/homedetails/42-8th-St-APT-1408-Boston-MA-02129/67096037_zpid/	Condominium	0.0	http://www.zillow.com/homes/67096037_zpid/
274	3.0		4467412	5,950,000		02115	6924489	-71.0855584	2014	1416799	42.35183	Condo For Sale	0	3	11/12/2016	59167151	401 Beacon St APT 3, Boston, MA	42.3517359		355808.0	0.0	2016	2680447	http://www.zillow.com/homedetails/401-Beacon-St-APT-3-Boston-MA-02115/59167151_zpid/#charts-and-data	2900	-71.085653	http://www.zillow.com/homedetails/401-Beacon-St-APT-3-Boston-MA-02115/59167151_zpid/	Condominium	0.0	http://www.zillow.com/homes/59167151_zpid/
275	3.0		988262	949,617	2613	02127	1037675	-71.0549051		24329	42.331577	Condo For Sale	0	3	11/12/2016	2131898494	35 Tuckerman St # A, Boston, MA	42.3315701			0.0	2009	938849		2130	-71.054977	http://www.zillow.com/homedetails/35-Tuckerman-St-A-Boston-MA-02127/2131898494_zpid/	Condominium	0.0	http://www.zillow.com/homes/2131898494_zpid/
276	2.0		459289	399,900		02121	670562	-71.0763665			42.304929	Townhouse For Sale	0	3	11/12/2016	2096661194	181 Geneva Ave, Dorchester, MA	42.3050591			0.0	2016	399581		1410	-71.076129	http://www.zillow.com/homedetails/181-Geneva-Ave-Dorchester-MA-02121/2096661194_zpid/	Townhouse	0.0	http://www.zillow.com/homes/2096661194_zpid/
277	3.0		5747198	5,950,000		02115	6034558	-71.0889785			42.351444	New Construction	0	3	11/12/2016	2096506022	474 Beacon St UNIT 2, Boston, MA	42.3513584			0.0	1899	287360		3040	-71.088447	http://www.zillow.com/homedetails/474-Beacon-St-UNIT-2-Boston-MA-02115/2096506022_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096506022_zpid/
278	3.0	1600000	2198902	2,275,000	1588	02108	2308847	-71.0720697	2015	115982	42.356983	Condo For Sale	0	3	11/12/2016	87793708	5 Otis Pl APT 2, Boston, MA	42.356982	07/29/2009	1560300.0	0.0	1875	2022990	http://www.zillow.com/homedetails/5-Otis-Pl-APT-2-Boston-MA-02108/87793708_zpid/#charts-and-data	1588	-71.072074	http://www.zillow.com/homedetails/5-Otis-Pl-APT-2-Boston-MA-02108/87793708_zpid/	Condominium	0.0	http://www.zillow.com/homes/87793708_zpid/
279	1.0	354000	344509	399,000	764	02125	365180	-71.0562497	2014	-97	42.318645	Condo For Sale	0	0	11/12/2016	103864777	942-944 Dorchester Ave UNIT 55, Dorchester, MA	42.3184228	10/24/2013	220900.0	0.0	1910	310058	http://www.zillow.com/homedetails/942-944-Dorchester-Ave-UNIT-55-Dorchester-MA-02125/103864777_zpid/#charts-and-data	764	-71.056091	http://www.zillow.com/homedetails/942-944-Dorchester-Ave-UNIT-55-Dorchester-MA-02125/103864777_zpid/	Condominium	0.0	http://www.zillow.com/homes/103864777_zpid/
280	2.0	760000	971456	975,000	1054	02118	1088031	-71.0768306	2015	-23648	42.336936	Condo For Sale	0	2	11/12/2016	63042371	1721 Washington St UNIT 511, Boston, MA	42.3370936	11/14/2014	754800.0	0.0	2002	903454	http://www.zillow.com/homedetails/1721-Washington-St-UNIT-511-Boston-MA-02118/63042371_zpid/#charts-and-data	1054	-71.076942	http://www.zillow.com/homedetails/1721-Washington-St-UNIT-511-Boston-MA-02118/63042371_zpid/	Condominium	0.0	http://www.zillow.com/homes/63042371_zpid/
281	3.0		726332	879,000		02125	762649	-71.0621591			42.313049	Condo For Sale	0	4	11/12/2016	2096563384	119 Cushing Ave # 2, Boston, MA	42.3130521			0.0	1886	690015		2400	-71.062141	http://www.zillow.com/homedetails/119-Cushing-Ave-2-Boston-MA-02125/2096563384_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096563384_zpid/
282	1.0		460354	449,900		02128	492579	-71.016988			42.382233	Condo For Sale	0	2	11/12/2016	2096523008	71 Horace St # 1, Boston, MA	42.382233			0.0	2016	363680		900	-71.016988	http://www.zillow.com/homedetails/71-Horace-St-1-Boston-MA-02128/2096523008_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096523008_zpid/
283	3.0	3200000	4887605	4,998,000	2426	02116	5131985	-71.0698484	2014	46101	42.351922	Condo For Sale	0	3	11/12/2016	59166166	300 Boylston St UNIT 1202, Boston, MA	42.3518075	10/30/1998	3189010.0	0.0	1985	3079191	http://www.zillow.com/homedetails/300-Boylston-St-UNIT-1202-Boston-MA-02116/59166166_zpid/#charts-and-data	2426	-71.070254	http://www.zillow.com/homedetails/300-Boylston-St-UNIT-1202-Boston-MA-02116/59166166_zpid/	Condominium	0.0	http://www.zillow.com/homes/59166166_zpid/
284	2.0		680167	599,900		02128	1360334	-71.03932		-49500	42.379	Condo For Sale	0	2	11/12/2016	2097746989	364 Meridian St # 1, East Boston, MA	42.379			0.0	1910	496522		2100	-71.03932	http://www.zillow.com/homedetails/364-Meridian-St-1-East-Boston-MA-02128/2097746989_zpid/	Condominium	0.0	http://www.zillow.com/homes/2097746989_zpid/
285	1.0		513367	490,000		02125	544169	-71.0560561			42.320541	Condo For Sale	0	2	11/12/2016	2096486645	40 Buttonwood St # 3, Boston, MA	42.3206699			0.0	1932	477431		969	-71.055905	http://www.zillow.com/homedetails/40-Buttonwood-St-3-Boston-MA-02125/2096486645_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096486645_zpid/
286	2.0	150000	479415	550,000	6098	02132	532151	-71.1471806	2015	25207	42.26361	House For Sale	0	3	11/12/2016	59161172	57 Cedarcrest Rd, Boston, MA	42.2635986	05/15/1992	295300.0	0.0	1965	436268	http://www.zillow.com/homedetails/57-Cedarcrest-Rd-Boston-MA-02132/59161172_zpid/#charts-and-data	1487	-71.147179	http://www.zillow.com/homedetails/57-Cedarcrest-Rd-Boston-MA-02132/59161172_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59161172_zpid/
287	2.0		601984	575,000	3920	02124	632083	-71.056968	2014	9103	42.287936	Apartment For Sale	0	6	11/12/2016	59114302	390 Ashmont St, Dorchester Center, MA	42.287954		319700.0	0.0	1925	553825	http://www.zillow.com/homedetails/390-Ashmont-St-Dorchester-Center-MA-02124/59114302_zpid/#charts-and-data	2760	-71.056963	http://www.zillow.com/homedetails/390-Ashmont-St-Dorchester-Center-MA-02124/59114302_zpid/	MultiFamily2To4	0.0	http://www.zillow.com/homes/59114302_zpid/
288	2.0		1089425	1,070,000		02118	1241945	-71.0732217			42.3397	Condo For Sale	0	2	11/12/2016	2101782666	19 Father Gilday St # 101, Boston, MA	42.3378081			0.0	1868	1024059		1223	-71.07373	http://www.zillow.com/homedetails/19-Father-Gilday-St-101-Boston-MA-02118/2101782666_zpid/	Condominium	0.0	http://www.zillow.com/homes/2101782666_zpid/
289	3.0		2622171	2,495,000		02114	2805723	-71.0639964		-66795	42.359406	Condo For Sale	0	3	11/12/2016	2099765542	32 Derne St # 3C, Boston, MA	42.3594177			0.0	1880	2438619		1855	-71.064142	http://www.zillow.com/homedetails/32-Derne-St-3C-Boston-MA-02114/2099765542_zpid/	Condominium	0.0	http://www.zillow.com/homes/2099765542_zpid/
290	2.0		724808	699,000		02127	804537	-71.0358171			42.33113	Condo For Sale	0	2	11/12/2016	2096651513	6 Hatch St # 3, Boston, MA	42.3311916			0.0		688568		1197	-71.035812	http://www.zillow.com/homedetails/6-Hatch-St-3-Boston-MA-02127/2096651513_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096651513_zpid/
291	4.0		2106787	2,545,000		02118	2296398	-71.076781			42.339717	Condo For Sale	0	3	11/12/2016	2096480594	133 W Concord St # 2, Boston, MA	42.339717			0.0	1900	1917176		2037	-71.076782	http://www.zillow.com/homedetails/133-W-Concord-St-2-Boston-MA-02118/2096480594_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096480594_zpid/
292	2.0		1735786	1,998,000		02116	2464816	-71.0789088		124232	42.34973	Condo For Sale	0	2	11/12/2016	2119454913	673 Boylston St APT 3, Boston, MA	42.3499688			0.0	1899	1336555		1867	-71.07881	http://www.zillow.com/homedetails/673-Boylston-St-APT-3-Boston-MA-02116/2119454913_zpid/	Condominium	0.0	http://www.zillow.com/homes/2119454913_zpid/
293	2.0	435000	685436	705,000	3049	02135	856795	-71.1524139	2014		42.351323	House For Sale	0	4	11/12/2016	59093705	347 Market St, Boston, MA	42.351323	02/25/2010	456400.0	0.0	1860	541494	http://www.zillow.com/homedetails/347-Market-St-Boston-MA-02135/59093705_zpid/#charts-and-data	2059	-71.152414	http://www.zillow.com/homedetails/347-Market-St-Boston-MA-02135/59093705_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59093705_zpid/
294	3.0		1251886	1,275,000	2178	02111	1402112	-71.0571419	2014	10064	42.332748	Apartment For Sale	0	6	11/12/2016	59148958	92 G St, South Boston, MA	42.3512436		659260.0	0.0	1890	1164254	http://www.zillow.com/homedetails/92-G-St-South-Boston-MA-02127/59148958_zpid/#charts-and-data	3308	-71.043896	http://www.zillow.com/homedetails/92-G-St-South-Boston-MA-02127/59148958_zpid/	MultiFamily2To4	0.0	http://www.zillow.com/homes/59148958_zpid/
295	1.0	150000	459949	469,000		02127	482946	-71.0534433	2014	9177	42.329437	Condo For Sale	0	2	11/12/2016	81854116	38 Vinton St UNIT 1, Boston, MA	42.3294738	06/27/2012	256100.0	0.0	1905	436952	http://www.zillow.com/homedetails/38-Vinton-St-UNIT-1-Boston-MA-02127/81854116_zpid/#charts-and-data	887	-71.053489	http://www.zillow.com/homedetails/38-Vinton-St-UNIT-1-Boston-MA-02127/81854116_zpid/	Condominium	0.0	http://www.zillow.com/homes/81854116_zpid/
